450;Du bist die Ruh', D. 776 (Transc. for Cello & Piano);Franz Schubert; Du bist die Ruh', D. 776 (Transc. for Cello & Piano);not found;https://open.spotify.com/track/7oenWdkfvoEySYVc0rH6Cq;not available
450;Ave Maria, D. 839 (Arr. Garrett / van der Heijden for Voice, Violin and Orchestra);Franz Schubert; Ave Maria, D. 839 (Arr. Garrett / van der Heijden for Voice, Violin and Orchestra);not found;https://open.spotify.com/track/6Djg0bJXADJyZzWR6WXtEZ;not available
450;4 Impromptus, Op. 142, D. 935: No. 2 in A Flat Major. Allegretto - Live;Franz Schubert; No. 2 in A Flat Major. Allegretto (Live);Impromptu;https://open.spotify.com/track/5Vj0EXGmRUN2zbEkKX3eu2;not available
450;Nocturne No.12 In G, Op.37 No.2;Frédéric Chopin; Nocturnes;Nocturne;https://open.spotify.com/track/76crhP4oLPFsHswmIvYOMM;not available
400;"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": II. Adagio";Antonio Vivaldi; The Four Seasons;Violin concerto;https://open.spotify.com/track/5vXhUjuvr7ILvrAyBZRGjE;https://p.scdn.co/mp3-preview/d86f7ef7c1adae87956aadb7a1096cde65757ffb?cid=1527d940d1344d9399fee05857032bf5
400;"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": I. Allegro - Allegro non molto";Antonio Vivaldi; The Four Seasons;Violin concerto;https://open.spotify.com/track/2gZJ8kzLy8tEViEaM2tdTc;https://p.scdn.co/mp3-preview/2b9ab239f3b59df738cc1167866c1c900b43dc70?cid=1527d940d1344d9399fee05857032bf5
400;"The Four Seasons, Violin Concerto No. 1 in E Major, RV 269 ""La primavera"": III. Danza pastorale. Allegro";Antonio Vivaldi; The Four Seasons;Pastorale;https://open.spotify.com/track/2VRTEckzHXyK6b04XjAp8A;https://p.scdn.co/mp3-preview/a6819e7f9e475c99bd526f8b995c738993c28208?cid=1527d940d1344d9399fee05857032bf5
400;"The Four Seasons, Violin Concerto No. 1 in E Major, RV 269 ""La primavera"": II. Largo";Antonio Vivaldi; The Four Seasons;Violin concerto;https://open.spotify.com/track/4jJ7c0XQgdK0hwC1k8zvfz;https://p.scdn.co/mp3-preview/cfd0aded055baf3a7e615136d83bb2cb40d412ce?cid=1527d940d1344d9399fee05857032bf5
400;"The Four Seasons, Violin Concerto No. 1 in E Major, RV 269 ""La primavera"": I. Allegro";Antonio Vivaldi; The Four Seasons;Violin concerto;https://open.spotify.com/track/15QlSiNtj7RVW64KX8OOY1;https://p.scdn.co/mp3-preview/e7db711cca1d71b5bf6f69ba65b9e5479af8f922?cid=1527d940d1344d9399fee05857032bf5
400;"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate";Antonio Vivaldi; The Four Seasons;Violin concerto;https://open.spotify.com/track/0VQMAup2VdeQWLCvM14Uz2;https://p.scdn.co/mp3-preview/156385447d9502a2c6ff7512e46f1af2ad423456?cid=1527d940d1344d9399fee05857032bf5
400;"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 3. Adagio molto e cantabile";Ludwig van Beethoven; Symphony No.9;Symphony;https://open.spotify.com/track/37DBrreN9VFfbImE7Sj4Pp;not available
400;"Symphony No. 9 In D Minor, Op. 125 - ""Choral"" - Excerpt From 4th Movement: 4. Presto";Ludwig van Beethoven; Symphony No.9;Symphony;https://open.spotify.com/track/4FXl8rYY8TdewKu7ZNeBXP;not available
400;"Symphony No. 9 In D Minor, Op. 125 - ""Choral"" / 4.: ""O Freunde nicht diese Töne"" -";Ludwig van Beethoven; Symphony No.9;Symphony;https://open.spotify.com/track/6tafBGmYbMXZUDrBSCTzXy;not available
400;"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso";Ludwig van Beethoven; Symphony No.9;Symphony;https://open.spotify.com/track/1OAb3BhCFLohozKSJ2I34R;not available
400;"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 2. Molto vivace";Ludwig van Beethoven; Symphony No.9;Symphony;https://open.spotify.com/track/2gK0pgL5CwCxOvP0Ks9gGz;not available
400;Goldberg Variations, BWV 988: Variatio 30 Quodlibet. a 1 Clav.;Johann Sebastian Bach; Goldberg Variations (Extended Edt.);not found;https://open.spotify.com/track/43kn3bSGdQFhjqyl5bF1EY;not available
400;"Wachet auf, ruft uns die Stimme, Cantata BWV 140: IV. ""Zion hört die Wächter singen""";Johann Sebastian Bach; Cantata BWV 140, Magnificat BWV 243;Cantata;https://open.spotify.com/track/1k82bzEjGy47GX0EbVPseH;not available
400;Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy of Man’s Desiring (Transcr. Hess for Piano);Johann Sebastian Bach; Jesu, Joy of Man’s Desiring (Transcr. Hess for Piano);Cantata;https://open.spotify.com/track/2zl2AqEdHVLhjzStuRulGY;not available
400;Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato);Johann Sebastian Bach;" Violin Concertos Nos. 1 & 2; Partita No. 2";Violin concerto;https://open.spotify.com/track/28XMNc5If5BmJWYDU42gkw;not available
400;Violin Sonata in G Minor, Op. 137 No. 3, D. 408: IV. Allegro moderato;Franz Schubert; 3 Violin Sonatas, Op. 137;Sonata;https://open.spotify.com/track/3SZmkkGhgOd88Q2FDhf8sv;https://p.scdn.co/mp3-preview/784f32a9328ac0de6809ff2def3d6be52187173d?cid=1527d940d1344d9399fee05857032bf5
400;Prince Igor: Polovtsian Dances (Remastered): No. 17e, Moderato alla breve;Alexander Borodin;Polovetsian Dances and other Russian Favorites (Remastered);Dance;https://open.spotify.com/track/3diL1o9iwtHIKtR1qX8dS3;https://p.scdn.co/mp3-preview/47b1d7853f2e351595e04b71f62402168b962527?cid=1527d940d1344d9399fee05857032bf5
400;"Alfonso und Estrella, D. 732: Overture, ""Rosamunde""";Franz Schubert; Overtures (Complete), Vol. 2;Overture;https://open.spotify.com/track/7vbBVZV3jjdqhUEcfPtpJK;https://p.scdn.co/mp3-preview/0a6f7d5f73689fbd4a334c81f715ca0c44a94a79?cid=1527d940d1344d9399fee05857032bf5
400;Violin Romance No. 1 In G Major, Op. 40;Ludwig van Beethoven;" Piano Concerto after the Violin Concerto; Violin Romances";not found;https://open.spotify.com/track/6PvNbpPdHtKi4b2i3VXp17;not available
400;Bolt, Op. 27a (Ballet Suite No. 5): III. The Drayman's Dance (Variations);Dmitri Shostakovich; Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot;Ballet;https://open.spotify.com/track/1B8HFMUvh4MxPbOmsSfyoR;https://p.scdn.co/mp3-preview/3bb5ff0b52dec3023e4052abe9612fcfc54db603?cid=1527d940d1344d9399fee05857032bf5
400;16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major;Johannes Brahms;" Hungarian Dances No. 1-21; Waltzes, Op. 39 for Piano for Four Hands";Waltz;https://open.spotify.com/track/70p8XG5Xgjk7OXnt3R2gIb;https://p.scdn.co/mp3-preview/0662724ebecfb196e53ec80dfbb91333e43fbb9e?cid=1527d940d1344d9399fee05857032bf5
400;Sonata concertata in A Major, Op. 61, MS 2: III. Rondeu - Allegretto con brio scherzando;Niccolò Paganini; Music for Violin and Guitar, Vol. 1;Sonata;https://open.spotify.com/track/4MozLSat8lL85MTfqpS2RD;https://p.scdn.co/mp3-preview/36ab7d3bfe9f24ebcf98d1c87d2237e4f4ede83f?cid=1527d940d1344d9399fee05857032bf5
400;"Piano Sonata No. 17 in D Minor, Op. 31, No. 2, ""Tempest"": III. Allegretto";Ludwig van Beethoven; Piano Sonatas Nos. 17, 21, and 26;Piano sonata;https://open.spotify.com/track/5tW5kc7yTNjw3HdygD2AWW;https://p.scdn.co/mp3-preview/f59d5040141654e36149a08a17fc56b8e030f1a4?cid=1527d940d1344d9399fee05857032bf5
400;Waltz No. 19 in A minor, Op. posth.;Frédéric Chopin; Waltzes, etc.;Waltz;https://open.spotify.com/track/71MpmxCJ1TW05c7Fvv1SfI;not available
400;"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": III. Presto agitato";Ludwig van Beethoven; The Piano Sonatas;Piano sonata;https://open.spotify.com/track/2OQzVmgl8WoNEYDdOLSEOf;not available
400;Preludes, Op. 28: No. 4, Largo;Frédéric Chopin; Préludes;Prelude;https://open.spotify.com/track/5XfmcJMAaifjRrIdLaXVLm;https://p.scdn.co/mp3-preview/3b3deda3cb07b234fdee237e5baeacddf0897e23?cid=1527d940d1344d9399fee05857032bf5
400;Waltz in A Minor, Op. Posth., B. 150;Frédéric Chopin; Waltzes;Waltz;https://open.spotify.com/track/0aJDvIeUkceMRueD84rRDR;https://p.scdn.co/mp3-preview/21943d9185275e49c8b6ec4e7dc0497209bd9e9b?cid=1527d940d1344d9399fee05857032bf5
400;Hungarian Dance No. 5 in G Minor, WoO 1, No. 5;Johannes Brahms; Hungarian Dances;Dance;https://open.spotify.com/track/2cFsO1qC65joLn2GzRViBI;not available
400;Liszt: Piano Concerto No. 2 in A Major, S. 125: IV. Allegro animato;Franz Liszt; Piano Concertos Nos 1, 2 & Totentanz;Piano concerto;https://open.spotify.com/track/3JAaETnjF592bbsgzUXAMp;https://p.scdn.co/mp3-preview/e407256819dabc9f99f72a35ab3a09f0afed96e7?cid=1527d940d1344d9399fee05857032bf5
400;Lohengrin, Act III: Prelude;Richard Wagner; Orchestral Highlights From Operas;Prelude;https://open.spotify.com/track/3MZIf4i9hAEPMYNu0Gbl77;https://p.scdn.co/mp3-preview/530d9bbed716b28d773d1a2805965d1092f5e37a?cid=1527d940d1344d9399fee05857032bf5
400;Chamber Concerto in D Minor, RV 96: I. Allegro;Antonio Vivaldi; Flute Concertos, Vol. 1;Concerto;https://open.spotify.com/track/0BGApKiAZlkzErrnfE3k6G;https://p.scdn.co/mp3-preview/1e33246ec3811f9b8c688c6b83d5635b0f6b9314?cid=1527d940d1344d9399fee05857032bf5
400;String Quartet No. 13 in B-Flat Major, Op. 130: II. Presto;Ludwig van Beethoven; String Quartet, Op. 130 / Grosse Fuge, Op. 133;Quartet;https://open.spotify.com/track/2ZjhhB3kZP6Zufmjuv2TWC;https://p.scdn.co/mp3-preview/308d76df71e7d741877c59c73c207bf057e36008?cid=1527d940d1344d9399fee05857032bf5
400;Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie;Johann Sebastian Bach; Overtures (Suites) Nos. 1-4;Overture;https://open.spotify.com/track/3kvBEbswxMAx6QKc10SCon;https://p.scdn.co/mp3-preview/69ff350738a65f924575c9981c9952e07fbb992c?cid=1527d940d1344d9399fee05857032bf5
400;Wind Quintet in E-Flat Major, Hess 19: II. Adagio maestoso;Ludwig van Beethoven; Chamber Music for Horns, Winds and Strings;Quintet;https://open.spotify.com/track/5TGCJDjLkKg05iT1ajUE1w;https://p.scdn.co/mp3-preview/1404bdd1abb63cd53abcfb450f12314cea4ee497?cid=1527d940d1344d9399fee05857032bf5
400;Jazz Suite No. 2: II. Lyric Waltz;Dmitri Shostakovich; Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot;Suite;https://open.spotify.com/track/0lAzlYb7HRIka9Zi38QR3j;https://p.scdn.co/mp3-preview/86561c130178c6a88537c54ed2f2f9ca70d32b84?cid=1527d940d1344d9399fee05857032bf5
400;"Concerto for Strings in G Major, RV 151, ""Alla Rustica"": I. Presto";Antonio Vivaldi; Concertos for Strings;Concerto;https://open.spotify.com/track/7HB1REjjalFLSXgXlAAwFs;https://p.scdn.co/mp3-preview/58ac64d3119154d47e50dd22134935c699976417?cid=1527d940d1344d9399fee05857032bf5
400;Piano Concerto No. 5 in E-Flat Major, Op. 73: II. Adagio un poco mosso;Ludwig van Beethoven; Piano Concertos 1-5;Piano concerto;https://open.spotify.com/track/5KLXBrAC16lWoC66kxU7hf;https://p.scdn.co/mp3-preview/ef4bedb4bd93b72ebc4993c12c68eb532e4e4d20?cid=1527d940d1344d9399fee05857032bf5
400;"Piano Sonata No. 8 In C Minor, Op. 13 -""Pathétique"": 2. Adagio cantabile - Live";Ludwig van Beethoven; The Piano Sonatas, Volume II;Piano sonata;https://open.spotify.com/track/2zExp0TMKzbEkssEDJ7uf2;not available
400;Piano Concerto No. 2 in B Flat Major, Op. 19: II. Adagio;Ludwig van Beethoven; II. Adagio;Piano concerto;https://open.spotify.com/track/5YZb7vHyhDkcBb5966O3w1;not available
400;Fidelio, Op. 72: Overture;Ludwig van Beethoven; Fidelio;Overture;https://open.spotify.com/track/3IjkKx4Jcun93Iw5dpKFUC;https://p.scdn.co/mp3-preview/1aa09f9930e0fed139044f166ffca0b4025367fe?cid=1527d940d1344d9399fee05857032bf5
400;Piano Concerto No. 4 in G Major, Op. 58: I. Allegro moderato;Ludwig van Beethoven; Piano Concertos Nos. 3 and 4;Piano concerto;https://open.spotify.com/track/626IyHboCqGtygvuS9ceyW;https://p.scdn.co/mp3-preview/19bf5db4089df798de3720b4200ac98375b2ce8e?cid=1527d940d1344d9399fee05857032bf5
400;"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo. Allegro vivace";Ludwig van Beethoven; Symphonies Nos. 3 & 8;Symphony;https://open.spotify.com/track/04oC1CD0QDhTddFXd81HkB;https://p.scdn.co/mp3-preview/f21b033ea3351e0f9397c4395cbed0e53af8c8ce?cid=1527d940d1344d9399fee05857032bf5
400;Egmont, Op. 84: Overture;Ludwig van Beethoven; Egmont / Ah, perfido;Overture;https://open.spotify.com/track/6MWFPcXCZNSxDM49mUhlKR;https://p.scdn.co/mp3-preview/0f0b70b343750740010c9d170c585ab438b01ec6?cid=1527d940d1344d9399fee05857032bf5
400;Symphony No. 4 in B-Flat Major, Op. 60: III. Allegro molto e vivace - Trio. Un poco meno allegro;Ludwig van Beethoven; IV. Finale. Allegro agitato;Symphony;https://open.spotify.com/track/6eUDiEBsvDZo6VCfdvxAIP;https://p.scdn.co/mp3-preview/d9dc89969b125644e00ea0b21810f94a8d45316e?cid=1527d940d1344d9399fee05857032bf5
400;II. Andante cantabile con variazioni;Ludwig van Beethoven;Piano Trio No. 3 in C Minor, Op. 1, No. 3/II. Andante cantabile con variazioni;not found;https://open.spotify.com/track/0F2Htrs5xXvQaid44GLIHq;https://p.scdn.co/mp3-preview/39a0822e2ee283c3ff82831e61622e1b2f95e622?cid=1527d940d1344d9399fee05857032bf5
